"Concordance between the North American Industry Classification System (NAICS) Canada 2017 Version 3.0 and the International Standard Industrial Classification (ISIC), Rev. 4",,,,
NAICS Canada 2017 Version 3.0 Code,NAICS Canada 2017 Version 3.0 Title,ISIC Rev. 4 Code,ISIC Rev. 4 Title,Explanatory Notes
312310,Cannabis product manufacturing ,C2100*," Manufacturing of pharamceuticals, medicinal chemical and botanical products",manufacturing of cannabis products for medicinal use
313110,"Fibre, yarn and thread mills",C1311*,Preparation and spinning of textile fibres,"Fibre, yarn and thread mills"
313210,Broad-woven fabric mills,C1312,Weaving of textiles,
313210,Broad-woven fabric mills,C1420*,Manufacture of articles of fur,Artificial fur on woven base
313220,Narrow fabric mills and schiffli machine embroidery,C1399*,Manufacture of other textiles n.e.c.,"Narrow fabric and embroidery, manufacturing"
313230,Nonwoven fabric mills,C1399*,Manufacture of other textiles n.e.c.,"Nonwoven fabric (e.g., felt), manufacturing"
313240,Knit fabric mills,C1391,Manufacture of knitted and crocheted fabrics,
313240,Knit fabric mills,C1399*,Manufacture of other textiles n.e.c.,Lace mills
313240,Knit fabric mills,C1420*,Manufacture of articles of fur,Artificial fur on knit base
313310,Textile and fabric finishing,C1311*,Preparation and spinning of textile fibres,"Thread and fibre, preparation"
313310,Textile and fabric finishing,C1313*,Finishing of textiles,"Textile finishing (e.g., bleaching, dyeing, sponging, shrinking), except preparation of fibre"
313320,Fabric coating,C1313*,Finishing of textiles,"Waterproofing, coating, impregnating apparel products, for the trade; fabric, coating (except rubberized); purchased garment, coating, impregnating or rubberizing"
313320,Fabric coating,C2219*,Manufacture of other rubber products,"Rubberized fabric, manufacturing"
314110,Carpet and rug mills,C1393*,Manufacture of carpets and rugs,"Carpets and rugs (except bindings or carpets and rugs made from purchased fabric), manufacturing"
314120,Curtain and linen mills,C1392*,"Manufacture of made-up textile articles, except apparel","Curtains and linens (except plastic), manufacturing"
314120,Curtain and linen mills,C2220*,Manufacture of plastics products,Plastic shower curtains and table cloths made from purchased materials
314910,Textile bag and canvas mills,C1392*,"Manufacture of made-up textile articles, except apparel","Textile bags and canvas products n.e.c., manufacturing"
314910,Textile bag and canvas mills,C1512*,"Manufacture of luggage, handbags and the like, saddlery and harness","Plastic blanket bags, cut and sewn, manufacturing"
314910,Textile bag and canvas mills,C2220*,Manufacture of plastics products,"Plastic blanket bags, heat seamed, manufacturing"
314990,All other textile product mills,C1311*,Preparation and spinning of textile fibres,"Textile waste fibres, processing"
314990,All other textile product mills,C1313*,Finishing of textiles,"Embroidery, decorative stitching or contract mill menders"
314990,All other textile product mills,C1392*,"Manufacture of made-up textile articles, except apparel","Textile products cut and sewn n.e.c. (e.g., bath mats and sets, sleeping bags, banners and flags, hammocks)"
314990,All other textile product mills,C1393*,Manufacture of carpets and rugs,Carpets and rugs made from purchased fabric and carpet and rug binding for the trade
314990,All other textile product mills,C1394,"Manufacture of cordage, rope, twine and netting",
314990,All other textile product mills,C1399*,Manufacture of other textiles n.e.c.,Manufacture of other textiles n.e.c.
314990,All other textile product mills,C1410*,"Manufacture of wearing apparel, except fur apparel","Textile diapers, manufacturing; embroidering on clothing"
315110,Hosiery and sock mills,C1430*,Manufacture of knitted and crocheted apparel,"Hosiery and sock, manufacturing"
315190,Other clothing knitting mills,C1430*,Manufacture of knitted and crocheted apparel,Other garments made in knitting mills
315210,Cut and sew clothing contracting,C1410*,"Manufacture of wearing apparel, except fur apparel","Cut and sew operations on materials owned by others (e.g., sewing arms to shirt bodies)"
315210,Cut and sew clothing contracting,C1420*,Manufacture of articles of fur,"Fur clothing, cut and sewn from materials owned by others"
315220,Men's and boys' cut and sew clothing manufacturing,C1410*,"Manufacture of wearing apparel, except fur apparel",Men's and boys' cut and sew clothing manufacturing
315241,Infants' cut and sew clothing manufacturing,C1410*,"Manufacture of wearing apparel, except fur apparel","Infants' pants, shirts, skirts, pyjamas, robes, etc., manufacturing"
315249,Women's and girls' cut and sew clothing manufacturing,C1410*,"Manufacture of wearing apparel, except fur apparel",Women's and girls' cut and sew clothing manufacturing
315281,Fur and leather clothing manufacturing,C1410*,"Manufacture of wearing apparel, except fur apparel","Leather and sheep-lined clothing, manufacturing"
315281,Fur and leather clothing manufacturing,C1420*,Manufacture of articles of fur,"Fur clothing, manufacturing"
315289,All other cut and sew clothing manufacturing,C1410*,"Manufacture of wearing apparel, except fur apparel","Athletic uniforms, costumes, raincoats, etc., manufacturing"
315990,Clothing accessories and other clothing manufacturing,C1399*,Manufacture of other textiles n.e.c.,"Apparel findings and trimmings, made from purchased fabric"
315990,Clothing accessories and other clothing manufacturing,C1410*,"Manufacture of wearing apparel, except fur apparel","Neckties, scarves, mufflers, dickeys, headbands, hats, caps, leather gloves and mittens et millinery"
315990,Clothing accessories and other clothing manufacturing,C1420*,Manufacture of articles of fur,"Fur mittens and gloves, manufacturing"
315990,Clothing accessories and other clothing manufacturing,C2219*,Manufacture of other rubber products,"Rubber bathing caps, manufacturing"
316110,Leather and hide tanning and finishing,C1511,Tanning and dressing of leather; dressing and dyeing of fur,
316210,Footwear manufacturing,C1520*,Manufacture of footwear,"Footwear (except cut stock), manufacturing"
316990,Other leather and allied product manufacturing,C1410*,"Manufacture of wearing apparel, except fur apparel","Industrial work accessories (e.g., welder's leather jackets, leggings, sleeves and aprons), manufacturing"
316990,Other leather and allied product manufacturing,C1512*,"Manufacture of luggage, handbags and the like, saddlery and harness","Luggage, handbags, small articles of leather (e.g., wallets, key cases, coin purses), horse whips, saddlery and harness, manufacturing"
316990,Other leather and allied product manufacturing,C1520*,Manufacture of footwear,"Footwear cut stock, manufacturing"
321111,Sawmills (except shingle and shake mills),C1610*,Sawmilling and planing of wood,Manufacturing basic wood products in sawmills
321112,Shingle and shake mills,C1622*,Manufacture of builders' carpentry and joinery,
321114,Wood preservation,C1610*,Sawmilling and planing of wood,Wood preservation
321211,Hardwood veneer and plywood mills,C1621*,Manufacture of veneer sheets and wood-based panels,"Hardwood veneer and plywood, manufacturing"
321212,Softwood veneer and plywood mills,C1621*,Manufacture of veneer sheets and wood-based panels,"Softwood veneer and plywood, manufacturing"
321215,Structural wood product manufacturing,C1621*,Manufacture of veneer sheets and wood-based panels,"Laminated veneer lumber (LVL), manufacturing"
321215,Structural wood product manufacturing,C1622*,Manufacture of builders' carpentry and joinery,"Structural wood members (e.g., glue-laminated arches, I-beams, roof trusses, finger-joined lumber), manufacturing"
321216,Particle board and fibreboard mills,C1621*,Manufacture of veneer sheets and wood-based panels,"Particle board and fireboard, manufacturing"
321217,Waferboard mills,C1621*,Manufacture of veneer sheets and wood-based panels,"Waferboard, manufacturing"
321911,Wood window and door manufacturing,C1622*,Manufacture of builders' carpentry and joinery,"Wood window and door, manufacturing"
321919,Other millwork,C1610*,Sawmilling and planing of wood,Wood flooring and dimension stock manufacturing; purchased lumber re-sawing
321919,Other millwork,C1622*,Manufacture of builders' carpentry and joinery,"Millwork, n.e.c. (e.g., baseboards, cornices, porch columns, shutters, wood mouldings), manufacturing"
321919,Other millwork,C1629*,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Blocks for the manufacture of smoking pipes
321920,Wood container and pallet manufacturing,C1623*,Manufacture of wooden containers,"Nailed wood boxes and shook; wood pallets and skids; wood cooperage and stock, manufacturing"
321920,Wood container and pallet manufacturing,C1629*,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Wooden jewellery boxes, manufacturing"
321991,Manufactured (mobile) home manufacturing,C1622*,Manufacture of builders' carpentry and joinery,"Manufactured (mobile) home, manufacturing"
321992,Prefabricated wood building manufacturing,C1622*,Manufacture of builders' carpentry and joinery,"Prefabricated wood building, manufacturing"
321999,All other miscellaneous wood product manufacturing,C1610*,Sawmilling and planing of wood,"Lumber, kiln drying; wood excelsior, wood flour, fuelwood from purchased sawmill waste, manufacturing"
321999,All other miscellaneous wood product manufacturing,C1623*,Manufacture of wooden containers,"Wood cable reels and cloth winding reels, manufacturing"
321999,All other miscellaneous wood product manufacturing,C1629*,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Wood products n.e.c. (e.g., prefabricated fencing, handicrafts, ladders, household-type woodenware), manufacturing"
